"DR M L GARZA-GONZALEZ
CHARTER SCHOOL",'178801,205,80,1,0,0,0,0,1,0,2,0,0,0,0,2,0
DRAW ACADEMY,'101856,713,0,,,,,,,,*,*,*,*,*,*,*
DRIPPING SPRINGS ISD,'105904,7246,4354,0,0,2,1,0,1,2,4,5,16,2,2,17,8
DRISCOLL ISD,'178905,292,158,,,,,,,,0,0,0,5,0,5,0
DUBLIN ISD,'072902,1080,938,,,,,,,,0,3,24,9,0,36,0
DUMAS ISD,'171901,3981,3755,0,0,2,13,0,15,0,3,3,29,23,0,58,0
DUNCANVILLE ISD,'057907,11711,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
EAGLE MT-SAGINAW ISD,'220918,21080,13721,4,8,17,12,6,0,35,34,31,107,59,23,77,131
EAGLE PASS ISD,'159901,13828,419,,,,,,,,3,3,3,27,0,12,24
EANES ISD,'227909,7931,3764,1,1,17,0,0,5,14,2,3,60,9,1,16,57
EARLY ISD,'025909,1158,1064,0,0,0,1,0,1,0,1,0,4,3,0,4,4
EAST BERNARD ISD,'241902,931,881,,,,,,,,,,,,,,
EAST CENTRAL ISD,'015911,9621,3023,3,1,4,4,0,9,3,4,6,14,16,0,33,7
EAST CHAMBERS ISD,'036903,1500,1040,1,0,0,1,1,0,1,5,3,9,14,8,7,16
"EAST FORT WORTH
MONTESSORI ACADEMY",'220811,206,101,,,,,,,,,,,,,,
"EAST TEXAS CHARTER
SCHOOLS",'092801,132,124,,,,,,,,,,,,,,
EASTLAND ISD,'067903,1039,909,,,,,,,,0,0,5,3,2,0,6
ECTOR COUNTY ISD,'068901,31660,15678,13,16,45,42,7,48,61,66,41,137,179,30,242,151
ECTOR ISD,'074905,264,251,,,,,,,,,,,,,,
EDCOUCH-ELSA ISD,'108903,4552,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*
EDEN CISD,'048901,232,199,0,0,0,1,0,0,1,0,0,0,4,0,1,3
EDGEWOOD ISD,'015905,8974,2123,0,0,1,3,0,0,4,2,1,3,24,0,5,25
EDGEWOOD ISD,'234903,953,915,,,,,,,,0,0,0,12,0,8,4
EDINBURG CISD,'108904,32656,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
EDNA ISD,'120901,1490,1353,,,,,,,,1,0,1,0,0,2,0
"EDUCATION CENTER
INTERNATIONAL ACADEMY",'057833,543,381,,,,,,,,,,,,,,
EHRHART SCHOOL,'123805,488,401,0,1,1,0,0,2,0,1,1,1,0,0,2,1
EL CAMPO ISD,'241903,3629,2517,0,1,0,2,0,0,3,3,10,14,11,0,17,21
EL PASO ACADEMY,'071804,326,0,,,,,,,,*,*,*,*,*,*,*
EL PASO ISD,'071902,46907,0,,,,,,,,*,*,*,*,*,*,*
"EL PASO LEADERSHIP
ACADEMY",'071810,208,0,,,,,,,,*,*,*,*,*,*,*
"ELEANOR KOLITZ HEBREW
LANGUAGE ACADEMY",'015836,466,172,,,,,,,,,,,,,,
ELECTRA ISD,'243902,438,404,3,0,7,2,0,2,10,5,0,10,5,0,5,15
"ELEVATE COLLEGIATE
CHARTER SCHOOL",'101877,NR,NR,,,,,,,,,,,,,,
ELGIN ISD,'011902,4610,1611,0,0,1,0,0,0,1,1,0,1,5,0,0,7
ELKHART ISD,'001903,1207,1095,0,0,0,1,0,0,1,1,2,6,16,0,3,22
ELYSIAN FIELDS ISD,'102906,863,818,,,,,,,,0,0,1,4,0,3,2
ENNIS ISD,'070903,5832,4300,4,6,10,13,3,30,0,6,9,41,25,3,74,4
ERA ISD,'049906,479,459,0,0,1,1,0,1,1,0,2,11,4,3,5,9
ERATH EXCELS ACADEMY INC,'072802,91,52,,,,,,,,,,,,,,
"ETOILE ACADEMY CHARTER
SCHOOL",'101872,219,40,,,,,,,,,,,,,,
ETOILE ISD,'174910,NR,NR,,,,,,,,,,,,,,
EULA ISD,'030906,459,438,,,,,,,,,,,,,,
EUSTACE ISD,'107905,1521,1262,1,0,1,3,0,0,5,3,6,21,16,0,1,45
EVADALE ISD,'121906,393,373,,,,,,,,0,0,18,7,0,2,23
EVANT ISD,'050901,241,205,,,,,,,,0,0,2,1,0,0,3
EVERMAN ISD,'220904,5490,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"EVOLUTION ACADEMY
CHARTER SCHOOL",'057834,583,0,,,,,,,,,,,,,,
EXCEL ACADEMY,'101811,203,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"EXCELLENCE IN LEADERSHIP
ACADEMY",'108809,295,77,,,,,,,,,,,,,,
EXCELSIOR ISD,'210906,73,62,,,,,,,,,,,,,,
EZZELL ISD,'143906,77,76,,,,,,,,0,0,0,1,0,1,0
FABENS ISD,'071903,2031,429,,,,,,,,2,2,2,25,2,5,24
FAIRFIELD ISD,'081902,1707,1445,0,1,1,0,0,0,2,1,2,9,5,1,5,11
FALLS CITY ISD,'128904,392,363,,,,,,,,1,0,0,1,0,2,0
FANNINDEL ISD,'060914,158,142,,,,,,,,0,0,1,2,0,0,3
FARMERSVILLE ISD,'043904,1904,1521,0,0,0,1,0,1,0,0,3,4,2,0,9,0
FARWELL ISD,'185902,530,517,1,0,3,2,0,6,0,1,0,4,4,0,9,0
FAYETTEVILLE ISD,'075906,270,258,,,,,,,,,,,,,,
FERRIS ISD,'070905,2558,1385,0,0,0,1,0,0,1,0,4,13,17,0,5,29
FLATONIA ISD,'075901,600,549,0,1,0,1,0,0,2,0,4,2,2,0,2,6
FLORENCE ISD,'246902,1074,883,,,,,,,,1,0,4,3,0,7,1
FLORESVILLE ISD,'247901,3988,2068,0,0,2,0,0,2,0,4,0,3,10,0,12,5
FLOUR BLUFF ISD,'178914,5533,30,*,*,*,*,*,*,*,*,*,*,*,*,*,*
FLOYDADA ISD,'077901,702,641,1,0,3,1,0,4,1,3,0,8,6,0,11,6
FOLLETT ISD,'148902,163,162,,,,,,,,0,0,0,1,0,1,0
FORESTBURG ISD,'169910,167,153,,,,,,,,0,1,0,0,0,0,1
FORNEY ISD,'129902,12628,6178,,,,,,,,7,13,12,19,0,39,12
FORSAN ISD,'114904,776,714,1,2,3,3,2,7,0,2,2,7,5,2,14,0
FORT BEND ISD,'079907,76227,2826,2,9,36,8,1,8,46,25,17,84,74,8,48,144
FORT ELLIOTT CISD,'242906,148,143,,,,,,,,,,,,,,
FORT STOCKTON ISD,'186902,2210,1341,,,,,,,,2,1,12,13,1,27,0
"FORT WORTH ACADEMY OF
FINE ARTS",'220809,641,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*
FORT WORTH ISD,'220905,76859,25,*,*,*,*,*,*,*,*,*,*,*,*,*,*
FRANKLIN ISD,'198903,1260,1147,,,,,,,,1,1,17,6,0,25,0
FRANKSTON ISD,'001904,760,688,0,0,1,1,0,0,2,1,1,5,1,0,6,2
FREDERICKSBURG ISD,'086901,3106,2655,0,1,5,7,0,0,13,6,10,32,12,2,8,50
FREER ISD,'066903,767,432,,,,,,,,0,0,1,2,0,2,1
FRENSHIP ISD,'152907,10331,9226,4,6,25,20,0,0,55,30,47,119,100,2,33,261
FRIENDSWOOD ISD,'084911,6098,4553,0,0,0,3,1,2,0,1,3,3,8,1,10,4
FRIONA ISD,'185903,974,924,,,,,,,,2,5,8,16,1,4,26
FRISCO ISD,'043905,554,268,10,25,37,20,0,0,92,43,48,177,88,0,0,356
FROST ISD,'175905,410,361,1,0,1,0,0,2,0,1,0,2,3,0,4,2
FRUITVALE ISD,'234909,423,358,0,2,2,3,3,4,0,0,2,3,4,4,5,0
FT DAVIS ISD,'122901,202,183,,,,,,,,0,3,0,1,0,4,0
FT HANCOCK ISD,'115901,413,0,,,,,,,,*,*,*,*,*,*,*
FT SAM HOUSTON ISD,'015914,1494,456,,,,,,,,0,0,0,1,0,1,0
GAINESVILLE ISD,'049901,3026,2473,2,1,2,2,0,7,0,13,10,27,29,0,52,27
GALENA PARK ISD,'101910,21402,140,1,8,3,5,0,17,0,13,9,17,35,1,73,0
GALVESTON ISD,'084902,6598,3667,1,1,7,2,0,1,10,4,5,14,15,0,10,28
GANADO ISD,'120902,714,677,,,,,,,,,,,,,,
GARLAND ISD,'057909,53825,18607,9,11,41,25,5,81,0,97,74,271,137,49,530,0
GARNER ISD,'184911,218,209,0,0,0,1,0,0,1,0,0,1,1,0,1,1
GARRISON ISD,'174903,692,616,0,0,0,1,0,0,1,0,1,10,4,0,2,13
GARY ISD,'183904,487,465,,,,,,,,0,0,1,0,0,1,0
GATESVILLE ISD,'050902,2779,2228,2,2,4,7,1,6,8,5,3,11,13,1,14,17
GATEWAY CHARTER ACADEMY,'057831,813,446,,,,,,,,,,,,,,
GAUSE ISD,'166902,175,143,,,,,,,,0,0,1,0,0,1,0
GEORGE GERVIN ACADEMY,'015802,871,207,,,,,,,,1,0,0,0,0,1,0
GEORGE I SANCHEZ CHARTER,'101804,985,0,,,,,,,,*,*,*,*,*,*,*
GEORGE WEST ISD,'149901,1002,889,,,,,,,,0,0,3,0,0,0,3
GEORGETOWN ISD,'246904,11842,6594,0,0,8,0,0,6,2,9,6,37,27,13,52,14
GHOLSON ISD,'161925,220,193,,,,,,,,1,0,3,2,0,3,3
GIDDINGS ISD,'144901,1901,1301,1,0,1,0,0,0,2,6,3,9,4,0,0,22
GILMER ISD,'230902,2577,2236,,,,,,,,5,2,34,15,14,16,26
GLADEWATER ISD,'092901,1740,1412,,,,,,,,2,3,4,11,2,3,15
GLASSCOCK COUNTY ISD,'087901,292,275,0,0,1,0,0,0,1,0,0,6,9,0,10,5
GLEN ROSE ISD,'213901,1924,1796,4,1,8,10,1,16,6,6,4,14,15,1,29,9
GODLEY ISD,'126911,2428,2089,0,1,0,0,1,0,0,2,1,5,6,2,9,3
GOLD BURG ISD,'169906,145,137,,,,,,,,,,,,,,
"GOLDEN RULE CHARTER
SCHOOL",'057835,1561,549,,,,,,,,5,0,0,1,0,5,1
GOLDTHWAITE ISD,'167901,515,491,,,,,,,,2,0,5,2,2,7,0
GOLIAD ISD,'088902,1256,1117,,,,,,,,,,,,,,
GONZALES ISD,'089901,2677,2628,0,0,1,0,0,1,0,0,1,10,4,0,13,2
GOODRICH ISD,'187903,259,171,,,,,,,,0,0,0,1,0,1,0
"GOODWATER MONTESSORI
SCHOOL",'246802,345,181,,,,,,,,3,0,0,1,1,3,0
GOOSE CREEK CISD,'101911,22990,11512,3,2,14,5,0,24,0,12,12,51,61,7,128,1
GORDON ISD,'182901,220,214,,,,,,,,0,0,1,1,0,0,2
GORMAN ISD,'067904,276,260,,,,,,,,,,,,,,
GRADY ISD,'156905,229,222,0,0,0,1,0,0,1,0,0,0,1,0,0,1
GRAFORD ISD,'182902,323,304,,,,,,,,0,0,0,1,0,1,0
GRAHAM ISD,'252901,2297,2038,0,1,1,0,0,0,2,3,8,66,20,0,1,96
GRANBURY ISD,'111901,7486,6305,4,1,5,2,0,5,7,9,7,50,27,0,32,61
GRAND PRAIRIE ISD,'057910,28120,11823,7,4,32,3,0,46,0,33,20,76,98,3,222,2
GRAND SALINE ISD,'234904,1129,992,2,1,1,10,0,0,14,3,4,15,25,1,7,39
GRANDFALLS-ROYALTY ISD,'238904,168,160,0,0,1,1,0,1,1,0,0,1,2,0,2,1
GRANDVIEW ISD,'126904,1333,1234,,,,,,,,1,0,11,4,1,0,15
GRANDVIEW-HOPKINS ISD,'090905,38,34,,,,,,,,,,,,,,
GRANGER ISD,'246905,448,340,,,,,,,,0,0,0,2,1,0,1
GRAPE CREEK ISD,'226907,1085,727,,,,,,,,1,0,3,0,0,3,1
GRAPELAND ISD,'113902,600,558,0,1,0,2,0,1,2,2,1,3,6,0,5,7
GRAPEVINE-COLLEYVILLE ISD,'220906,13924,5933,8,10,28,6,7,18,27,29,29,76,37,18,68,85
GREAT HEARTS TEXAS,'015835,6670,3681,2,4,13,6,8,2,15,7,8,17,10,8,10,24
GREENVILLE ISD,'116905,5156,2516,2,3,5,5,0,9,6,7,7,24,49,19,27,41
GREENWOOD ISD,'165902,2686,2453,0,2,7,8,0,6,11,2,6,37,20,0,23,42
GREGORY-PORTLAND ISD,'205902,4695,1866,0,1,2,0,0,1,2,1,3,6,13,0,7,16
GROESBECK ISD,'147902,1479,1169,0,0,0,2,1,1,0,3,4,6,8,2,19,0
GROOM ISD,'033901,141,138,,,,,,,,0,0,1,0,0,0,1
GROVETON ISD,'228901,752,728,,,,,,,,0,0,0,3,0,3,0
GRUVER ISD,'098901,441,434,,,,,,,,0,0,0,1,0,1,0
GUNTER ISD,'091917,982,792,,,,,,,,6,4,21,6,0,13,24
GUSTINE ISD,'047903,148,140,,,,,,,,0,1,1,3,0,2,3
GUTHRIE CSD,'135001,126,126,,,,,,,,,,,,,,
HALE CENTER ISD,'095903,616,550,0,0,10,2,0,2,10,1,2,21,15,0,26,13
HALLETTSVILLE ISD,'143901,1121,1088,0,0,1,0,0,0,1,3,1,8,9,0,2,19
HALLSBURG ISD,'161924,155,129,,,,,,,,0,0,0,1,0,1,0
HALLSVILLE ISD,'102904,4818,4270,1,1,5,11,0,3,15,3,3,28,26,2,7,51
HAMILTON ISD,'097902,813,671,,,,,,,,1,1,3,1,0,5,1
HAMLIN COLLEGIATE ISD,'127903,438,427,,,,,,,,0,0,0,2,0,2,0
HAMSHIRE-FANNETT ISD,'123914,1871,1319,0,0,1,3,0,3,1,4,0,16,15,5,10,20
HAPPY ISD,'219901,249,244,0,0,0,1,0,0,1,2,0,5,2,0,6,3
HARDIN ISD,'146904,1288,1000,0,2,3,3,0,8,0,1,3,5,9,1,17,0
HARDIN-JEFFERSON ISD,'100905,2462,1974,0,0,0,1,0,1,0,0,1,20,4,5,12,8
HARLANDALE ISD,'015904,12437,1756,1,1,4,8,0,14,0,1,5,19,21,4,41,1
HARLETON ISD,'102905,711,674,1,0,2,0,0,1,2,2,0,5,0,0,4,3
HARLINGEN CISD,'031903,17806,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
HARMONY ISD,'230905,1056,944,0,0,0,1,0,1,0,2,0,2,7,0,10,1
"HARMONY SCHOOL OF
EXCELLENCE",'101858,6027,434,0,0,0,1,0,1,0,2,1,2,3,2,6,0
"HARMONY SCHOOL OF SCIENCE
- HOUSTON",'101862,3987,326,,,,,,,,0,0,0,3,1,2,0
"HARMONY SCIENCE ACAD (EL
PASO)",'071806,4150,657,1,0,0,6,0,7,0,7,6,8,38,5,54,0
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4442,342,0,0,0,2,0,2,0,1,3,7,7,1,17,0
"HARMONY SCIENCE ACAD
(WACO)",'161807,10097,1635,1,0,6,4,1,10,0,6,4,15,17,5,37,0
HARMONY SCIENCE ACADEMY,'101846,3692,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
"HARMONY SCIENCE ACADEMY
(AUSTIN)",'227816,4532,288,,,,,,,,1,0,1,3,0,5,0
HARPER ISD,'086902,545,514,,,,,,,,0,0,0,1,0,0,1
HARRIS COUNTY DEPT OF ED,'101000,NR,NR,,,,,,,,,,,,,,
HARROLD ISD,'244901,103,103,2,0,0,0,0,2,0,2,0,0,1,0,3,0
HART ISD,'035902,201,185,,,,,,,,1,0,0,1,0,2,0
HARTLEY ISD,'103902,228,224,,,,,,,,,,,,,,
HARTS BLUFF ISD,'225907,694,612,,,,,,,,,,,,,,
HASKELL CISD,'104901,548,533,,,,,,,,,,,,,,
HAWKINS ISD,'250902,658,576,,,,,,,,0,0,0,3,0,3,0
HAWLEY ISD,'127904,765,729,0,0,17,1,0,1,17,0,1,23,10,2,6,26
HAYS CISD,'105906,20200,9304,2,1,9,0,0,2,10,3,5,25,12,1,21,23
HEARNE ISD,'198905,696,36,,,,,,,,*,*,*,*,*,*,*
HEDLEY ISD,'065902,115,111,,,,,,,,0,0,1,1,0,0,2
HEMPHILL ISD,'202903,866,786,,,,,,,,0,2,10,5,0,3,14
HEMPSTEAD ISD,'237902,1500,836,,,,,,,,1,0,12,13,2,14,10
HENDERSON ISD,'201902,3299,2629,0,0,1,0,0,1,0,8,7,78,36,8,23,98
HENRIETTA ISD,'039902,921,780,0,0,2,1,0,2,1,0,4,9,3,1,3,12
"HENRY FORD ACADEMY
ALAMEDA SCHOOL FOR ART +
DESIGN",'015833,102,0,,,,,,,,,,,,,,
HEREFORD ISD,'059901,3876,3315,1,2,9,13,0,25,0,12,8,45,71,0,136,0
HERITAGE ACADEMY,'015815,614,128,,,,,,,,,,,,,,
HERMLEIGH ISD,'208901,261,235,,,,,,,,0,0,0,2,0,0,2
HICO ISD,'097903,558,497,,,,,,,,0,1,2,1,0,4,0
HIDALGO ISD,'108905,3098,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
HIGH ISLAND ISD,'084903,185,149,0,2,0,1,0,0,3,0,2,0,3,0,0,5
HIGH POINT ACADEMY,'220819,1607,1079,1,0,0,1,0,1,1,1,0,2,2,0,2,3
HIGHLAND ISD,'177905,218,218,,,,,,,,0,0,8,2,0,4,6
HIGHLAND PARK ISD,'057911,6622,4996,,,,,,,,5,5,51,8,4,60,5
HIGHLAND PARK ISD,'188903,855,768,1,0,3,2,0,2,4,5,1,11,9,0,12,14
HILLSBORO ISD,'109904,1884,1474,2,0,9,2,0,12,1,10,6,19,10,1,40,4
HITCHCOCK ISD,'084908,1610,527,,,,,,,,,,,,,,
HOLLAND ISD,'014905,650,607,,,,,,,,,,,,,,
HOLLIDAY ISD,'005902,1044,994,,,,,,,,1,3,6,5,0,3,12
HONDO ISD,'163904,1811,1015,0,0,1,0,0,1,0,0,0,2,2,0,4,0
HONEY GROVE ISD,'074907,614,534,0,0,3,2,2,0,3,0,0,8,3,2,3,6
HOOKS ISD,'019902,870,764,0,0,1,2,0,3,0,3,1,10,8,0,13,9
"HORIZON MONTESSORI PUBLIC
SCHOOLS",'108802,1249,100,,,,,,,,1,1,0,2,0,2,2
"HOUSTON CLASSICAL CHARTER
SCHOOL",'101878,54,49,,,,,,,,,,,,,,
"HOUSTON GATEWAY ACADEMY
INC",'101828,2127,882,0,1,1,0,0,2,0,5,1,2,4,0,11,1
"HOUSTON HEIGHTS HIGH
SCHOOL",'101821,172,0,,,,,,,,*,*,*,*,*,*,*
HOUSTON ISD,'101912,195117,51,12,15,15,20,0,0,62,34,23,34,120,0,3,208
HOWE ISD,'091905,1267,1125,0,1,14,8,12,8,3,0,1,17,12,12,13,5
HUBBARD ISD,'019913,78,74,,,,,,,,,,,,,,
HUBBARD ISD,'109905,413,389,,,,,,,,0,0,0,1,0,1,0
HUCKABAY ISD,'072908,283,273,,,,,,,,1,0,0,0,0,1,0
HUDSON ISD,'003902,2793,2309,1,0,2,0,0,3,0,5,4,21,7,0,29,8
HUFFMAN ISD,'101925,3433,2550,0,0,0,2,0,2,0,3,1,14,5,0,10,13
HUGHES SPRINGS ISD,'034903,1118,1083,1,0,0,0,0,1,0,2,0,5,8,2,9,4
HULL-DAISETTA ISD,'146905,440,381,,,,,,,,0,0,3,2,3,0,2
HUMBLE ISD,'101913,45405,28547,8,6,23,19,0,54,2,29,34,176,96,0,287,48
HUNT ISD,'133902,199,183,,,,,,,,,,,,,,
HUNTINGTON ISD,'003904,1571,1420,0,0,0,2,0,2,0,0,1,4,4,0,9,0
HUNTSVILLE ISD,'236902,8997,3574,1,1,3,8,0,10,3,6,4,27,45,6,47,29
HURST-EULESS-BEDFORD ISD,'220916,22860,9483,9,5,22,8,0,0,44,29,24,85,52,1,3,186
HUTTO ISD,'246906,5970,3755,0,0,0,2,0,2,0,0,0,0,10,0,10,0
IDALOU ISD,'152910,962,935,1,0,3,2,0,6,0,3,0,14,8,0,21,4
IDEA PUBLIC SCHOOLS,'108807,62479,9133,7,4,6,12,0,1,28,39,11,19,85,0,1,153
"IMAGINE INTERNATIONAL
ACADEMY OF NORTH TEXAS",'043801,1440,383,,,,,,,,1,2,1,1,0,4,1
INDUSTRIAL ISD,'120905,1208,1165,,,,,,,,0,0,3,0,0,0,3
INGLESIDE ISD,'205903,2046,1138,0,0,1,0,0,1,0,0,2,6,2,0,6,4
INGRAM ISD,'133904,1111,1071,,,,,,,,0,1,5,6,0,1,11
INSPIRE ACADEMIES,'015808,577,359,,,,,,,,0,0,1,0,0,1,0
INSPIRED VISION ACADEMY,'057830,1218,474,1,1,2,1,2,3,0,2,3,9,6,4,14,2
"INTERNATIONAL LEADERSHIP
OF TEXAS (ILTEXAS)",'057848,20793,5633,2,0,1,3,0,6,0,18,17,18,46,9,76,14
IOLA ISD,'093903,535,497,0,0,1,0,0,1,0,0,1,10,0,1,5,5
IOWA PARK CISD,'243903,1919,1691,1,0,1,0,0,2,0,4,6,21,7,0,21,17
IRA ISD,'208903,285,271,0,0,1,1,0,2,0,0,0,1,2,0,3,0
IRAAN-SHEFFIELD ISD,'186903,324,287,,,,,,,,0,0,1,1,0,2,0
IREDELL ISD,'018906,148,137,,,,,,,,0,0,1,1,0,2,0
IRION COUNTY ISD,'118902,296,295,,,,,,,,,,,,,,
IRVING ISD,'057912,32433,12315,,,,,,,,25,7,47,67,7,73,66
ITALY ISD,'070907,591,436,,,,,,,,,,,,,,
ITASCA ISD,'109907,628,497,0,0,2,0,0,2,0,0,0,6,2,0,3,5
JACKSBORO ISD,'119902,1069,1025,0,3,8,8,1,2,16,1,4,21,13,2,13,24
JACKSONVILLE ISD,'037904,4749,3910,1,0,7,2,0,5,5,12,13,63,44,3,64,65
JARRELL ISD,'246907,2293,917,,,,,,,,0,3,4,0,0,5,2
JASPER ISD,'121904,2205,1715,0,0,0,1,0,1,0,0,1,4,8,1,10,2
JAYTON-GIRARD ISD,'132902,177,172,,,,,,,,0,2,2,0,0,4,0
JEAN MASSIEU ACADEMY,'057819,197,115,,,,,,,,,,,,,,
JEFFERSON ISD,'155901,1233,832,,,,,,,,2,1,5,1,4,4,1
JIM HOGG COUNTY ISD,'124901,1133,160,0,0,2,1,0,0,3,0,1,5,5,0,0,11
JIM NED CISD,'221911,1411,1374,,,,,,,,0,0,6,7,0,0,13
JOAQUIN ISD,'210902,644,569,1,0,0,0,0,1,0,2,0,6,9,4,8,5
JOHNSON CITY ISD,'016901,820,587,,,,,,,,0,3,4,1,0,0,8
JONESBORO ISD,'050909,316,295,,,,,,,,,,,,,,
JOSHUA ISD,'126905,5458,3820,1,3,5,7,0,0,16,4,10,19,20,0,0,53
JOURDANTON ISD,'007902,1554,1238,0,0,1,0,0,0,1,1,1,4,2,0,6,2
JUBILEE ACADEMIES,'015822,6308,2279,,,,,,,,4,0,2,11,8,9,0
JUDSON ISD,'015916,23282,7698,2,0,3,1,0,6,0,7,2,11,17,0,37,0
JUNCTION ISD,'134901,601,552,,,,,,,,0,0,5,2,0,3,4
KARNACK ISD,'102901,144,124,,,,,,,,,,,,,,
KARNES CITY ISD,'128901,984,759,,,,,,,,0,0,0,10,0,1,9
"KATHERINE ANNE PORTER
SCHOOL",'105801,105,0,,,,,,,,,,,,,,
KATY ISD,'101914,83655,44457,19,17,35,33,0,0,104,61,67,271,146,0,0,545
KAUFMAN ISD,'129903,4005,3084,0,0,5,1,0,6,0,3,3,20,14,0,38,2
KEENE ISD,'126906,1075,876,0,0,4,3,0,1,6,2,2,4,15,1,5,17
KELLER ISD,'220907,32167,18754,,,,,,,,30,29,147,83,0,4,285
KELTON ISD,'242905,113,109,,,,,,,,0,0,0,3,0,3,0
KEMP ISD,'129904,1535,1144,,,,,,,,2,1,9,9,0,5,16
KENEDY COUNTY WIDE CSD,'131001,89,81,,,,,,,,2,1,0,1,0,3,1
KENEDY ISD,'128902,727,548,0,0,0,1,0,0,1,0,0,0,3,1,0,2
KENNARD ISD,'113906,230,198,,,,,,,,0,0,1,2,0,1,2
KENNEDALE ISD,'220914,2879,1742,,,,,,,,1,0,8,16,0,4,21
KERENS ISD,'175907,557,472,0,0,0,1,1,0,0,0,0,3,8,3,6,2
KERMIT ISD,'248901,1265,930,0,0,8,7,1,14,0,0,0,10,8,1,17,0
KERRVILLE ISD,'133903,4587,3799,1,1,5,0,0,4,3,5,3,13,6,1,19,7
KI CHARTER ACADEMY,'105803,341,341,,,,,,,,0,0,1,2,0,2,1
KILGORE ISD,'092902,3936,3314,0,0,8,4,1,3,8,1,3,42,30,2,31,43
KILLEEN ISD,'014906,42894,24284,8,5,15,14,0,0,42,34,25,70,104,0,5,228
KINGSVILLE ISD,'137901,2847,545,,,,,,,,3,3,8,26,0,2,38
KIPP TEXAS PUBLIC SCHOOLS,'227820,31371,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
KIRBYVILLE CISD,'121905,1413,1161,,,,,,,,2,1,19,9,0,6,25
KLEIN ISD,'101915,45604,25117,7,4,5,8,0,0,24,21,23,114,55,0,0,213
KLONDIKE ISD,'058905,264,264,,,,,,,,0,1,15,6,0,10,12
KNIPPA ISD,'232901,460,369,,,,,,,,,,,,,,
KNOX CITY-O'BRIEN CISD,'138902,230,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
KOPPERL ISD,'018907,168,137,,,,,,,,0,1,8,6,0,1,14
KOUNTZE ISD,'100903,1078,912,,,,,,,,1,0,1,5,0,6,1
KRESS ISD,'219905,279,274,,,,,,,,,,,,,,
KRUM ISD,'061905,2121,1660,2,1,11,8,0,0,22,2,7,22,20,0,1,50
LA ACADEMIA DE ESTRELLAS,'057839,1017,53,,,,,,,,3,0,2,6,0,1,10
LA FE PREPARATORY SCHOOL,'071807,178,0,,,,,,,,*,*,*,*,*,*,*
LA FERIA ISD,'031905,3078,921,0,0,0,1,0,1,0,0,0,0,16,2,14,0
LA GLORIA ISD,'125906,108,0,,,,,,,,,,,,,,
LA GRANGE ISD,'075902,1863,1684,1,2,1,4,0,1,7,5,5,11,8,0,10,19
LA JOYA ISD,'108912,26274,24,,,,,,,,*,*,*,*,*,*,*
LA PORTE ISD,'101916,6962,4026,2,2,2,2,0,5,3,4,6,9,11,0,17,13
LA PRYOR ISD,'254902,515,0,,,,,,,,*,*,*,*,*,*,*
LA VEGA ISD,'161906,2952,1711,0,0,9,2,0,11,0,5,3,16,13,0,33,4
LA VERNIA ISD,'247903,3322,2692,0,0,0,1,0,0,1,0,0,1,3,0,3,1
LA VILLA ISD,'108914,593,0,,,,,,,,*,*,*,*,*,*,*
LACKLAND ISD,'015913,874,392,,,,,,,,,,,,,,
LAGO VISTA ISD,'227912,1591,885,,,,,,,,0,1,2,2,0,0,5
LAKE DALLAS ISD,'061912,3910,2666,2,0,4,1,0,1,6,2,5,13,6,0,8,18
"LAKE GRANBURY ACADEMY
CHARTER SCHOOL",'111801,74,53,,,,,,,,,,,,,,
LAKE TRAVIS ISD,'227913,10969,7063,1,3,2,1,0,4,3,5,4,10,5,1,12,11
LAKE WORTH ISD,'220910,3270,1701,0,3,1,6,0,0,10,4,6,10,32,7,6,39
LAMAR CISD,'079901,36062,16288,12,11,20,3,0,0,46,30,29,75,44,5,1,172
LAMESA ISD,'058906,1734,1281,0,0,1,4,0,0,5,12,1,40,57,0,12,98
LAMPASAS ISD,'141901,3398,2383,1,1,1,0,0,0,3,3,1,26,12,0,8,34
LANCASTER ISD,'057913,7200,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
LANEVILLE ISD,'201903,163,141,1,0,0,1,0,0,2,1,0,1,2,0,1,3
LAPOYNOR ISD,'107910,453,438,,,,,,,,0,0,6,0,0,4,2
LAREDO ISD,'240901,22101,808,1,0,4,19,0,0,24,11,2,18,61,0,29,63
LASARA ISD,'245901,305,0,,,,,,,,*,*,*,*,*,*,*
LATEXO ISD,'113905,478,218,0,1,0,4,0,1,4,0,1,18,9,0,2,26
LAZBUDDIE ISD,'185904,181,180,,,,,,,,,,,,,,
LEADERSHIP PREP SCHOOL,'061804,1352,520,,,,,,,,0,5,5,4,3,8,3
