Table 1
"Report 2: School Reported COVID-19 Cases in Public Schools, July 27, 2020 -  November 17, 2020, Texas",,,,,,,,,,,,,,,,,
"Current Report Period:  November 9, 2020-  November 15, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,Current Report Period,,,,,,,Cumulative Reports,,,,,,
,,,,,,,,"School Reported Source
of Infection",,,,,,,"School Reported Source
KOPPERL ISD,'018907,187,156,,,,,,,,0,1,8,6,0,1,14
KOUNTZE ISD,'100903,1087,993,,,,,,,,1,0,1,5,0,6,1
KRESS ISD,'219905,267,263,,,,,,,,,,,,,,
KRUM ISD,'061905,2102,1885,5,1,17,14,0,0,37,7,9,40,34,0,1,89
LA ACADEMIA DE ESTRELLAS,'057839,1018,60,,,,,,,,3,0,2,6,0,1,10
LA FE PREPARATORY SCHOOL,'071807,179,0,,,,,,,,*,*,*,*,*,*,*
LA FERIA ISD,'031905,3097,965,0,0,0,1,0,1,0,0,0,0,17,2,15,0
LA GLORIA ISD,'125906,106,0,,,,,,,,,,,,,,
LA GRANGE ISD,'075902,1874,1709,,,,,,,,5,5,11,8,0,10,19
LA JOYA ISD,'108912,26633,114,,,,,,,,0,3,2,42,1,3,43
LA PORTE ISD,'101916,7002,5170,2,2,3,1,0,8,0,6,8,12,12,0,25,13
LA PRYOR ISD,'254902,527,311,0,0,2,3,1,3,1,0,0,9,12,5,6,10
LA VEGA ISD,'161906,3140,1884,0,0,4,3,0,7,0,5,3,21,17,0,42,4
LA VERNIA ISD,'247903,3192,2867,0,0,5,4,0,0,9,0,0,6,7,0,3,10
LA VILLA ISD,'108914,597,119,,,,,,,,0,0,0,1,0,1,0
LACKLAND ISD,'015913,888,694,,,,,,,,,,,,,,
LAGO VISTA ISD,'227912,1615,1065,,,,,,,,0,1,2,2,0,0,5
LAKE DALLAS ISD,'061912,3874,3150,1,1,6,3,0,4,7,3,6,19,9,0,12,25
"LAKE GRANBURY ACADEMY
CHARTER SCHOOL",'111801,71,32,,,,,,,,,,,,,,
LAKE TRAVIS ISD,'227913,11009,7075,0,3,4,0,0,3,4,5,7,14,5,1,15,15
LAKE WORTH ISD,'220910,3308,1852,,,,,,,,4,6,10,32,7,6,39
LAMAR CISD,'079901,36523,22648,4,4,15,10,0,0,33,34,33,90,54,5,1,205
LAMESA ISD,'058906,1734,1444,0,0,7,1,0,0,8,12,1,47,58,0,12,106
LAMPASAS ISD,'141901,3418,2898,1,1,1,2,0,0,5,4,2,27,14,0,8,39
LANCASTER ISD,'057913,7190,1275,2,0,2,3,0,2,5,4,3,11,23,4,17,20
LANEVILLE ISD,'201903,163,159,0,0,1,1,0,2,0,1,0,2,3,0,3,3
LAPOYNOR ISD,'107910,452,446,0,0,0,2,0,2,0,0,0,6,2,0,6,2
LAREDO ISD,'240901,22078,2279,3,1,2,5,0,0,11,14,3,20,66,0,29,74
LASARA ISD,'245901,313,71,,,,,,,,0,0,0,1,0,1,0
LATEXO ISD,'113905,463,395,0,0,0,1,0,0,1,0,1,18,10,0,2,27
LAZBUDDIE ISD,'185904,182,180,,,,,,,,,,,,,,
LEADERSHIP PREP SCHOOL,'061804,1299,682,,,,,,,,0,5,5,4,3,8,3
LEAKEY ISD,'193902,286,271,,,,,,,,,,,,,,
LEANDER ISD,'246913,40404,19601,3,7,18,4,0,0,32,7,15,35,13,0,0,70
LEARY ISD,'019914,102,92,,,,,,,,,,,,,,
LEFORS ISD,'090902,159,156,0,0,0,1,0,0,1,0,0,0,4,1,0,3
LEGACY PREPARATORY,'057846,1640,477,0,0,0,1,0,0,1,0,0,0,2,0,1,1
"LEGACY SCHOOL OF SPORT
SCIENCES",'101874,392,65,,,,,,,,,,,,,,
LEGGETT ISD,'187906,204,0,,,,,,,,*,*,*,*,*,*,*
LEON ISD,'145911,736,710,,,,,,,,0,0,7,4,0,1,10
LEONARD ISD,'074909,826,683,0,0,1,0,0,0,1,0,1,4,2,0,2,5
LEVELLAND ISD,'110902,2811,2511,,,,,,,,17,15,66,39,0,0,137
LEVERETTS CHAPEL ISD,'201904,237,229,0,0,1,0,0,0,1,0,0,2,1,0,0,3
LEWISVILLE ISD,'061902,49360,31875,7,23,90,50,0,0,170,62,77,374,132,0,0,645
LEXINGTON ISD,'144902,1058,962,1,0,2,0,0,1,2,1,1,6,0,0,4,4
LIBERTY HILL ISD,'246908,5539,4201,2,0,8,2,0,0,12,2,1,12,7,0,5,17
LIBERTY ISD,'146906,2227,1836,0,0,1,3,0,2,2,0,2,5,5,0,6,6
LIBERTY-EYLAU ISD,'019908,2284,1665,1,0,0,5,0,1,5,7,2,21,38,2,10,56
LIFE SCHOOL,'057807,5550,2745,2,4,6,6,1,10,7,8,12,24,38,12,29,41
LIGHTHOUSE PUBLIC SCHOOLS,'015825,15,14,,,,,,,,,,,,,,
LINDALE ISD,'212903,4166,4023,0,0,1,6,0,7,0,2,2,11,11,6,12,8
LINDEN-KILDARE CISD,'034905,626,555,,,,,,,,3,3,10,21,2,10,25
LINDSAY ISD,'049907,489,457,0,0,1,1,0,1,1,1,0,5,8,0,7,7
LINGLEVILLE ISD,'072909,278,270,,,,,,,,1,0,1,0,0,2,0
LIPAN ISD,'111902,413,351,,,,,,,,0,0,5,3,0,1,7
"LITTLE CYPRESS-MAURICEVILLE
CISD",'181908,3198,2119,0,0,22,2,0,2,22,0,1,39,15,1,11,43
LITTLE ELM ISD,'061914,8095,6079,1,2,9,3,0,15,0,11,10,40,31,5,80,7
LITTLEFIELD ISD,'140904,1268,996,1,0,0,5,0,0,6,6,3,25,33,24,11,32
LIVINGSTON ISD,'187907,3809,3809,,,,,,,,5,1,14,10,0,26,4
LLANO ISD,'150901,1732,1617,0,0,3,3,0,6,0,0,1,11,7,0,17,2
LOCKHART ISD,'028902,5302,3792,1,0,0,0,0,1,0,6,0,4,6,0,9,7
LOCKNEY ISD,'077902,454,354,,,,,,,,0,2,19,7,0,6,22
LOHN ISD,'160905,104,94,,,,,,,,0,0,2,0,0,2,0
LOMETA ISD,'141902,314,260,0,0,1,0,0,1,0,2,0,1,4,0,2,5
LONDON ISD,'178906,1268,1131,,,,,,,,0,1,0,1,0,2,0
LONE OAK ISD,'116906,967,945,2,0,7,2,4,4,3,4,0,20,14,13,5,20
"LONE STAR LANGUAGE
ACADEMY",'043802,206,70,,,,,,,,,,,,,,
LONGVIEW ISD,'092903,8269,6066,0,0,2,0,0,0,2,13,18,43,31,3,9,93
LOOP ISD,'083902,146,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
LORAINE ISD,'168902,142,132,,,,,,,,,,,,,,
LORENA ISD,'161907,1742,1378,0,1,0,0,0,0,1,5,5,20,12,2,15,25
LORENZO ISD,'054902,228,198,,,,,,,,0,0,5,2,0,5,2
LOS FRESNOS CISD,'031906,10521,2335,0,0,1,1,0,2,0,0,2,4,7,0,13,0
LOUISE ISD,'241906,484,484,0,1,1,3,0,3,2,0,1,3,4,0,5,3
LOVEJOY ISD,'043919,4204,2828,1,2,3,3,0,5,4,3,9,40,12,1,17,46
LOVELADY ISD,'113903,511,471,,,,,,,,1,0,8,3,3,5,4
LUBBOCK ISD,'152901,26468,21529,,,,,,,,78,83,383,304,2,845,1
LUBBOCK-COOPER ISD,'152906,7173,6891,,,,,,,,17,30,144,70,2,62,197
LUEDERS-AVOCA ISD,'127905,107,107,,,,,,,,,,,,,,
LUFKIN ISD,'003903,7467,6179,3,4,6,3,1,1,14,20,11,41,29,4,36,61
LULING ISD,'028903,1376,1089,2,0,0,0,0,1,1,5,4,2,2,0,11,2
LUMBERTON ISD,'100907,4132,3748,,,,,,,,,,,,,,
LUMIN EDUCATION,'057805,257,137,,,,,,,,3,0,0,1,0,4,0
LYFORD CISD,'245902,1450,516,,,,,,,,1,0,1,1,0,0,3
LYTLE ISD,'007904,1766,1191,2,0,0,3,0,2,3,2,1,12,6,0,14,7
MABANK ISD,'129905,3543,3214,0,1,2,4,1,0,6,3,5,16,22,10,17,19
MADISONVILLE CISD,'154901,2300,2074,7,1,18,15,2,5,34,9,3,34,22,2,18,48
MAGNOLIA ISD,'170906,13063,11157,,,,,,,,8,8,57,23,16,45,35
MALAKOFF ISD,'107906,1361,1251,0,1,11,5,10,7,0,2,3,47,12,25,38,1
MALONE ISD,'109908,165,143,1,0,0,2,0,3,0,2,2,0,3,0,7,0
MALTA ISD,'019910,219,218,,,,,,,,2,1,0,0,0,3,0
MANARA ACADEMY,'057844,644,197,,,,,,,,,,,,,,
MANOR ISD,'227907,9296,3614,0,1,1,6,0,3,5,1,1,1,14,5,5,7
MANSFIELD ISD,'220908,35191,20597,,,,,,,,23,17,110,51,16,170,15
MARATHON ISD,'022902,60,56,,,,,,,,,,,,,,
MARBLE FALLS ISD,'027904,4105,3560,,,,,,,,4,4,14,10,0,24,8
MARFA ISD,'189901,293,197,,,,,,,,,,,,,,
MARION ISD,'094904,1483,1214,0,0,0,1,0,1,0,1,1,1,2,0,5,0
MARLIN ISD,'073903,863,598,1,1,0,0,0,0,2,2,2,14,9,0,14,13
MARSHALL ISD,'102902,5085,4033,0,1,6,8,0,0,15,4,6,28,43,0,2,79
MART ISD,'161908,539,498,1,0,0,2,0,2,1,4,0,5,4,1,10,2
MARTINS MILL ISD,'234905,457,437,,,,,,,,0,0,2,2,0,0,4
MARTINSVILLE ISD,'174909,341,227,,,,,,,,0,0,0,1,0,1,0
MASON ISD,'157901,713,681,0,0,1,0,0,1,0,2,1,4,5,0,12,0
MATAGORDA ISD,'158904,104,104,,,,,,,,,,,,,,
MATHIS ISD,'205904,1640,1161,1,0,5,1,0,0,7,3,3,9,4,0,4,15
MAUD ISD,'019903,468,429,0,0,1,1,0,0,2,1,2,9,7,0,4,15
MAY ISD,'025905,253,248,,,,,,,,0,0,4,0,0,4,0
MAYPEARL ISD,'070915,1161,1087,1,0,2,2,1,3,1,3,1,11,5,1,15,4
MCALLEN ISD,'108906,21609,301,0,0,1,2,0,3,0,0,0,23,23,16,30,0
MCCAMEY ISD,'231901,494,493,0,0,0,1,0,0,1,0,0,2,3,0,3,2
MCDADE ISD,'011905,334,222,,,,,,,,,,,,,,
MCGREGOR ISD,'161909,1483,1211,1,0,0,1,0,0,2,6,4,15,8,0,0,33
MCKINNEY ISD,'043907,22707,16416,,,,,,,,24,20,81,35,0,11,149
MCLEAN ISD,'090903,202,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*
MCLEOD ISD,'034906,385,383,0,0,3,0,0,2,1,1,2,14,9,1,20,5
MCMULLEN COUNTY ISD,'162904,267,263,,,,,,,,,,,,,,
MEADOW ISD,'223902,245,237,0,1,2,1,0,3,1,0,2,7,2,0,7,4
"MEADOWLAND CHARTER
DISTRICT",'130801,66,66,,,,,,,,,,,,,,
MEDINA ISD,'010901,281,274,,,,,,,,0,0,0,1,0,1,0
MEDINA VALLEY ISD,'163908,6136,3784,4,1,0,5,0,10,0,8,6,9,10,0,33,0
MELISSA ISD,'043908,4040,3322,1,2,1,1,0,1,4,5,4,14,13,0,24,12
MEMPHIS ISD,'096904,433,425,1,4,2,6,0,13,0,1,5,5,15,0,26,0
MENARD ISD,'164901,268,246,0,0,1,0,0,1,0,0,2,2,1,0,5,0
MERCEDES ISD,'108907,4727,454,0,0,0,3,0,3,0,4,0,0,11,1,4,10
MERIDIAN ISD,'018902,418,403,,,,,,,,0,0,1,1,0,2,0
MERIDIAN WORLD SCHOOL LLC,'246801,1682,746,0,0,1,3,0,2,2,0,0,1,4,0,2,3
MERKEL ISD,'221904,1094,994,,,,,,,,,,,,,,
MESQUITE ISD,'057914,38524,22344,8,22,78,49,18,45,94,57,78,233,184,30,175,347
MEXIA ISD,'147903,1844,1542,1,0,3,7,0,4,7,2,3,5,21,0,14,17
MEYERPARK ELEMENTARY,'101855,262,112,1,0,0,1,0,1,1,1,0,0,1,0,1,1
MEYERSVILLE ISD,'062906,163,161,,,,,,,,,,,,,,
MIAMI ISD,'197902,196,182,0,0,2,0,0,0,2,0,1,2,1,0,1,3
"MIDLAND ACADEMY CHARTER
SCHOOL",'165802,71,39,,,,,,,,*,*,*,*,*,*,*
MIDLAND ISD,'165901,25703,21172,5,7,54,36,0,0,102,32,41,224,196,0,21,472
MIDLOTHIAN ISD,'070908,9841,7830,7,10,27,18,0,3,59,14,42,119,54,1,35,193
MIDWAY ISD,'039905,131,129,,,,,,,,0,0,1,1,1,1,0
MIDWAY ISD,'161903,8261,6412,4,4,32,13,0,0,53,17,16,109,31,0,24,149
MILANO ISD,'166903,396,355,,,,,,,,0,1,3,8,0,7,5
MILDRED ISD,'175910,755,707,0,0,3,6,0,0,9,1,0,8,7,0,3,13
MILES ISD,'200902,468,468,1,0,0,1,0,0,2,3,0,4,1,0,4,4
MILFORD ISD,'070909,245,220,0,0,0,1,0,1,0,0,0,2,2,0,2,2
MILLER GROVE ISD,'112907,306,298,,,,,,,,,,,,,,
MILLSAP ISD,'184904,1030,951,0,1,1,1,0,2,1,3,3,11,5,1,9,12
MINEOLA ISD,'250903,1587,1547,0,2,4,2,0,3,5,1,5,29,6,1,25,15
MINERAL WELLS ISD,'182903,3118,2482,0,5,10,9,0,1,23,2,11,62,29,2,20,82
MISSION CISD,'108908,15064,561,0,0,0,6,6,0,0,1,0,5,16,8,4,10
"MONAHANS-WICKETT-PYOTE
ISD",'238902,2131,1914,1,3,7,5,1,8,7,2,8,22,23,6,28,21
MONTAGUE ISD,'169908,152,139,,,,,,,,0,0,0,1,0,1,0
MONTE ALTO ISD,'108915,889,55,,,,,,,,0,0,1,2,0,1,2
MONTESSORI FOR ALL,'227826,446,211,,,,,,,,1,0,0,0,0,0,1
MONTGOMERY ISD,'170903,9006,8086,0,1,6,0,0,0,7,5,3,27,0,0,2,33
MOODY ISD,'161910,660,596,0,0,0,1,0,0,1,2,4,4,8,1,7,10
MORAN ISD,'209902,118,115,,,,,,,,,,,,,,
MORGAN ISD,'018903,134,122,0,0,0,1,0,0,1,0,0,1,2,0,2,1
MORGAN MILL ISD,'072910,129,123,,,,,,,,,,,,,,
MORTON ISD,'040901,374,352,1,1,3,0,0,4,1,1,1,7,15,4,10,10
MOTLEY COUNTY ISD,'173901,166,156,,,,,,,,0,0,0,2,0,2,0
MOULTON ISD,'143902,286,286,0,0,1,0,0,0,1,0,0,1,1,0,0,2
MOUNT CALM ISD,'109910,185,160,,,,,,,,0,1,2,0,0,2,1
MOUNT ENTERPRISE ISD,'201907,400,342,0,0,0,1,0,0,1,1,0,0,1,0,1,1
MOUNT PLEASANT ISD,'225902,5311,4609,5,1,14,7,0,10,17,10,8,52,35,0,42,63
MOUNT VERNON ISD,'080901,1478,1414,0,0,2,1,0,0,3,7,5,45,15,19,23,30
MUENSTER ISD,'049902,523,495,0,0,3,1,0,1,3,0,2,5,8,0,4,11
MULESHOE ISD,'009901,1336,1277,0,1,11,10,2,20,0,2,9,52,31,2,91,1
MULLIN ISD,'167902,216,141,,,,,,,,0,0,0,2,0,1,1
MUMFORD ISD,'198906,615,523,1,0,1,0,0,2,0,3,0,5,1,0,3,6
MUNDAY CISD,'138903,396,391,,,,,,,,0,2,6,6,0,2,12
MURCHISON ISD,'107908,171,163,,,,,,,,,,,,,,
NACOGDOCHES ISD,'174904,5969,3978,0,0,0,3,0,3,0,0,3,13,32,2,23,23
NATALIA ISD,'163903,1015,757,0,3,4,2,0,5,4,0,5,19,6,2,7,21
NAVARRO ISD,'094903,1885,1692,0,0,1,0,0,1,0,1,0,11,7,0,17,2
NAVASOTA ISD,'093904,2843,2806,3,1,8,1,0,7,6,4,5,14,8,0,13,18
NAZARETH ISD,'035903,248,224,,,,,,,,2,1,1,2,0,4,2
NECHES ISD,'001906,339,339,3,0,0,0,0,2,1,3,0,2,3,0,3,5
NEDERLAND ISD,'123905,5015,4002,1,3,14,13,3,24,4,7,7,57,37,6,94,8
NEEDVILLE ISD,'079906,3305,2781,0,5,22,0,0,5,22,4,7,39,2,0,10,42
NEW BOSTON ISD,'019905,1173,1070,,,,,,,,0,2,15,12,1,16,12
NEW BRAUNFELS ISD,'046901,9318,6852,1,1,3,4,0,4,5,6,7,40,19,3,31,38
NEW CANEY ISD,'170908,16358,11329,2,2,9,10,0,0,23,7,9,66,58,0,9,131
NEW DEAL ISD,'152902,755,651,0,0,0,4,0,2,2,2,4,23,17,1,13,32
NEW DIANA ISD,'230906,1174,1174,0,2,17,6,4,2,19,2,5,38,14,4,13,42
"NEW FRONTIERS PUBLIC
SCHOOLS INC",'015805,504,98,0,0,0,2,0,2,0,0,0,0,3,0,3,0
NEW HOME ISD,'153905,574,427,0,1,5,2,1,6,1,0,2,10,8,4,10,6
NEW SUMMERFIELD ISD,'037908,529,512,0,0,0,2,0,1,1,0,0,3,3,0,2,4
NEW WAVERLY ISD,'236901,1035,866,0,1,0,0,0,1,0,1,2,19,6,0,6,22
NEWCASTLE ISD,'252902,210,200,,,,,,,,0,0,1,3,0,3,1
"NEWMAN INTERNATIONAL
ACADEMY OF ARLINGTON",'220817,3057,1779,1,0,4,7,0,12,0,4,2,13,15,0,32,2
NEWTON ISD,'176902,969,934,,,,,,,,1,0,0,0,0,1,0
NIXON-SMILEY CISD,'089903,1016,1015,,,,,,,,1,0,1,0,0,1,1
NOCONA ISD,'169902,806,748,2,0,1,1,0,0,4,2,0,14,11,0,2,25
NORDHEIM ISD,'062902,144,143,,,,,,,,,,,,,,
NORMANGEE ISD,'145906,593,557,,,,,,,,2,2,8,8,0,11,9
NORTH EAST ISD,'015910,60400,31452,16,7,17,18,0,23,35,41,25,70,81,1,57,159
NORTH HOPKINS ISD,'112906,551,509,,,,,,,,0,2,11,8,0,1,20
NORTH LAMAR ISD,'139911,2389,2062,2,0,1,8,0,7,4,6,9,28,25,4,31,33
"NORTH TEXAS COLLEGIATE
ACADEMY",'061802,616,548,,,,,,,,1,0,0,0,0,1,0
NORTH ZULCH ISD,'154903,302,236,,,,,,,,1,0,4,2,0,3,4
NORTHSIDE ISD,'015915,103188,46081,12,13,35,38,8,72,18,46,32,113,161,18,250,84
NORTHSIDE ISD,'244905,238,230,0,2,1,1,0,4,0,1,2,3,3,0,9,0
NORTHWEST ISD,'061911,25305,19597,11,11,40,0,0,8,54,32,32,143,1,0,13,195
NOVA ACADEMY,'057809,121,82,,,,,,,,,,,,,,
NOVA ACADEMY SOUTHEAST,'057827,608,0,,,,,,,,,,,,,,
NUECES CANYON CISD,'069902,245,228,0,0,1,0,0,1,0,0,0,1,1,0,2,0
NURSERY ISD,'235904,141,141,,,,,,,,,,,,,,
NYOS CHARTER SCHOOL,'227804,1078,237,1,0,0,0,0,1,0,1,0,1,2,0,4,0
O'DONNELL ISD,'153903,298,293,,,,,,,,0,0,1,2,0,3,0
OAKWOOD ISD,'145907,193,176,0,0,0,1,0,1,0,0,0,0,2,0,2,0
ODEM-EDROY ISD,'205905,848,684,0,0,1,1,0,0,2,0,3,4,1,0,3,5
ODYSSEY ACADEMY INC,'084802,111,18,,,,,,,,*,*,*,*,*,*,*
OGLESBY ISD,'050904,185,177,,,,,,,,,,,,,,
OLFEN ISD,'200906,138,137,,,,,,,,0,0,1,1,0,1,1
OLNEY ISD,'252903,704,613,0,0,2,2,0,0,4,1,0,20,12,1,8,24
OLTON ISD,'140905,599,537,0,0,0,2,0,0,2,2,3,17,18,0,2,38
ONALASKA ISD,'187910,1180,1088,0,0,1,1,0,1,1,1,0,1,2,0,3,1
ORANGE GROVE ISD,'125903,1714,1704,0,0,0,1,0,0,1,1,1,4,3,0,2,7
ORANGEFIELD ISD,'181905,1791,1611,1,2,1,3,0,3,4,1,2,13,21,1,8,28
ORE CITY ISD,'230903,928,841,1,0,0,0,0,0,1,2,4,5,9,0,6,14
ORENDA CHARTER SCHOOL,'014804,1851,1125,1,1,1,0,0,3,0,1,2,5,3,1,10,0
OVERTON ISD,'201908,481,446,2,1,2,0,0,5,0,3,2,4,8,0,7,10
PADUCAH ISD,'051901,183,150,,,,,,,,1,2,3,4,0,6,4
PAINT CREEK ISD,'104907,91,91,,,,,,,,0,0,2,0,0,0,2
PAINT ROCK ISD,'048903,236,233,,,,,,,,1,0,4,4,2,3,4
PALACIOS ISD,'158905,1300,1102,,,,,,,,0,0,1,3,0,1,3
PALESTINE ISD,'001907,3399,2908,0,0,9,4,1,6,6,2,0,38,29,5,48,16
PALMER ISD,'070910,1251,1167,,,,,,,,0,0,4,0,0,0,4
PALO PINTO ISD,'182906,84,75,,,,,,,,,,,,,,
PAMPA ISD,'090904,3513,3010,0,0,0,9,0,4,5,1,2,13,24,0,25,15
PANHANDLE ISD,'033902,670,660,,,,,,,,1,1,1,3,0,5,1
PANOLA CHARTER SCHOOL,'183801,191,114,,,,,,,,,,,,,,
PANTHER CREEK CISD,'042905,156,153,,,,,,,,0,0,0,5,0,2,3
PARADISE ISD,'249906,1223,1178,0,0,13,2,1,6,8,0,2,14,6,1,9,12
PARIS ISD,'139909,3846,2589,4,2,1,14,2,2,17,7,10,34,47,6,9,83
PASADENA ISD,'101917,50622,21575,8,8,35,26,0,0,77,36,16,98,157,2,19,286
PATTON SPRINGS ISD,'063906,92,89,0,2,1,3,0,6,0,0,2,1,5,0,7,1
PAWNEE ISD,'013902,184,139,0,0,0,1,0,1,0,0,0,0,1,0,1,0
PEARLAND ISD,'020908,21083,10902,6,0,10,0,2,2,12,13,6,61,22,12,11,79
PEARSALL ISD,'082903,2000,887,,,,,,,,1,1,3,8,0,0,13
PEASTER ISD,'184908,1381,1351,,,,,,,,0,0,2,3,0,0,5
PECOS-BARSTOW-TOYAH ISD,'195901,2696,1872,3,4,4,13,0,13,11,7,11,32,36,4,56,26
"PEGASUS SCHOOL OF LIBERAL
ARTS AND SCIENCES",'057802,506,85,0,0,0,2,0,2,0,0,0,0,3,0,3,0
PENELOPE ISD,'109914,211,194,,,,,,,,0,0,0,2,0,2,0
PERRIN-WHITT CISD,'119903,316,312,,,,,,,,0,0,4,1,0,2,3
PERRYTON ISD,'179901,2050,1904,0,0,2,4,0,2,4,5,2,54,36,0,22,75
PETERSBURG ISD,'095904,286,273,,,,,,,,,,,,,,
PETROLIA CISD,'039903,446,444,0,0,1,1,0,0,2,0,0,3,7,0,7,3
PETTUS ISD,'013903,350,299,0,0,1,0,0,1,0,0,0,3,2,0,5,0
PEWITT CISD,'172905,860,774,0,0,3,3,0,0,6,1,1,12,10,1,0,23
PFLUGERVILLE ISD,'227904,25551,10922,3,2,7,7,0,0,19,12,13,29,40,2,7,85
PHARR-SAN JUAN-ALAMO ISD,'108909,30326,287,0,0,12,17,3,11,15,2,1,35,87,16,47,62
PILOT POINT ISD,'061903,1418,1238,,,,,,,,2,0,19,4,0,4,21
PINE TREE ISD,'092904,4544,4227,3,0,5,5,0,7,6,11,5,38,31,0,65,20
"PINEYWOODS COMMUNITY
ACADEMY",'003801,996,757,,,,,,,,0,0,0,3,0,1,2
"PIONEER TECHNOLOGY & ARTS
ACADEMY",'057850,1678,1109,,,,,,,,1,0,0,0,0,1,0
PITTSBURG ISD,'032902,2349,2192,1,0,4,2,0,1,6,4,1,22,13,1,11,28
PLAINS ISD,'251902,431,419,1,0,1,1,3,0,0,7,0,6,4,6,3,8
PLAINVIEW ISD,'095905,4822,4137,5,4,15,4,0,28,0,17,23,98,78,11,194,11
PLANO ISD,'043910,50167,25654,15,7,40,29,1,31,59,85,61,164,134,1,194,249
PLEASANT GROVE ISD,'019912,2230,1928,0,1,7,0,0,4,4,1,8,40,17,0,40,26
PLEASANTON ISD,'007905,3433,2757,0,2,4,2,0,8,0,1,3,7,8,0,16,3
"PLEMONS-STINNETT-PHILLIPS
CISD",'117904,673,628,4,2,11,12,0,28,1,4,4,26,24,0,53,5
POINT ISABEL ISD,'031909,2069,262,,,,,,,,0,0,0,1,0,1,0
PONDER ISD,'061906,1587,1325,0,0,0,2,0,2,0,1,2,4,2,0,7,2
POOLVILLE ISD,'184901,558,528,0,1,7,3,0,11,0,2,2,9,8,0,20,1
POR VIDA ACADEMY,'015801,120,5,,,,,,,,,,,,,,
PORT ARANSAS ISD,'178908,502,489,,,,,,,,0,0,0,2,0,2,0
PORT ARTHUR ISD,'123907,7974,4068,1,2,4,14,0,21,0,4,2,14,33,2,51,0
PORT NECHES-GROVES ISD,'123908,4989,4989,0,1,3,3,0,0,7,0,5,20,16,0,16,25
"POSITIVE SOLUTIONS CHARTER
SCHOOL",'015814,119,22,,,,,,,,,,,,,,
POST ISD,'085902,795,748,0,0,1,1,0,2,0,1,1,18,11,0,30,1
POTEET ISD,'007906,1603,1022,,,,,,,,1,0,5,1,0,7,0
POTH ISD,'247904,840,817,,,,,,,,1,0,1,1,0,2,1
POTTSBORO ISD,'091913,1403,1292,0,0,7,4,0,5,6,0,4,24,15,3,25,15
PRAIRIE LEA ISD,'028906,203,134,,,,,,,,,,,,,,
PRAIRIE VALLEY ISD,'169909,153,141,,,,,,,,0,0,2,0,0,0,2
PRAIRILAND ISD,'139912,1036,1017,1,1,1,1,0,1,3,2,3,12,6,2,8,13
PREMIER HIGH SCHOOLS,'072801,6272,108,0,0,6,3,2,6,1,0,0,37,30,14,30,23
PREMONT ISD,'125905,699,513,0,0,1,0,0,0,1,1,0,1,1,0,1,2
PRESIDIO ISD,'189902,1058,620,,,,,,,,3,2,5,13,5,17,1
PRIDDY ISD,'167904,116,115,,,,,,,,,,,,,,
PRINCETON ISD,'043911,5853,4117,2,3,5,3,1,6,6,11,17,47,24,10,45,44
PRINGLE-MORSE CISD,'098903,113,98,,,,,,,,1,1,0,3,0,5,0
PRIORITY CHARTER SCHOOLS,'014803,850,642,,,,,,,,0,0,2,2,0,4,0
PROGRESO ISD,'108910,1549,326,,,,,,,,0,0,1,2,0,2,1
"PROMESA ACADEMY CHARTER
SCHOOL",'015839,196,98,1,0,0,0,0,0,1,2,0,0,0,0,0,2
PROMESA PUBLIC SCHOOLS,'227824,991,256,,,,,,,,,,,,,,
PROMISE COMMUNITY SCHOOL,'101853,1451,1001,0,0,0,2,0,2,0,2,0,0,6,0,8,0
PROSPER ISD,'043912,19145,13567,4,6,25,10,0,3,42,33,47,148,76,0,44,260
QUANAH ISD,'099903,528,492,,,,,,,,3,6,10,31,1,21,28
QUEEN CITY ISD,'034907,959,846,0,0,0,6,0,3,3,1,0,34,36,2,21,48
QUINLAN ISD,'116908,2574,2074,2,3,5,3,0,13,0,4,6,9,16,0,33,2
QUITMAN ISD,'250904,1121,1107,,,,,,,,1,6,9,7,3,13,7
RAINS ISD,'190903,1712,1533,3,4,5,5,2,15,0,6,4,13,14,3,30,4
RALLS ISD,'054903,463,400,1,2,1,0,0,0,4,1,2,5,7,1,1,13
RAMIREZ CSD,'066005,44,26,,,,,,,,,,,,,,
RANCH ACADEMY,'234801,39,6,,,,,,,,,,,,,,
RANDOLPH FIELD ISD,'015906,1407,1124,,,,,,,,,,,,,,
RANGER ISD,'067907,351,264,,,,,,,,0,0,7,9,2,13,1
RANKIN ISD,'231902,289,282,,,,,,,,,,,,,,
"RAPOPORT ACADEMY PUBLIC
SCHOOL",'161802,821,621,0,0,0,2,0,1,1,0,0,2,8,2,3,5
"RAUL YZAGUIRRE SCHOOLS
FOR SUCCESS",'101806,1332,0,,,,,,,,*,*,*,*,*,*,*
RAVEN SCHOOL,'236801,39,39,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RAYMONDVILLE ISD,'245903,2081,489,0,0,0,2,0,0,2,2,1,3,24,1,2,27
REAGAN COUNTY ISD,'192901,837,741,0,1,3,5,0,0,9,3,2,12,14,0,1,30
RED LICK ISD,'019911,517,393,0,0,1,0,0,1,0,12,7,2,7,0,5,23
RED OAK ISD,'070911,6010,3556,2,7,9,8,2,13,11,12,19,60,44,26,54,55
